"objectid","common_name","longitude","latitude"
3394,"Kwanzan Cherry",-77.0887017879571,38.9568769354223
3395,"Okame Cherry",-77.0784854436483,38.9621360574332
3396,"Yoshino Cherry",-77.0753415855457,38.9569763914474
3397,"Yoshino Cherry",-77.0954885964215,38.9503676154731
3398,"Chokecherry",-77.0700397277512,38.950682905192
3399,"Snowgoose Cherry",-77.0794122076073,38.9447494643164
3400,"Yoshino Cherry",-77.0899664775708,38.9533717522046
3401,"Yoshino Cherry",-77.0966987871193,38.9495378586853
3402,"Yoshino Cherry",-77.0740355469029,38.9547521836664
3403,"Cherry Spp.",-77.0770819895421,38.955362776571
3404,"Snowgoose Cherry",-77.0715752976618,38.951907101032
3405,"Kwanzan Cherry",-77.0880938606431,38.9504184631416
3406,"Snowgoose Cherry",-77.072302349174,38.9521498775149
3407,"Yoshino Cherry",-77.0737471208329,38.9547523653295
3408,"Yoshino Cherry",-77.0808645380679,38.9539188979388
3409,"Yoshino Cherry",-77.0877362452315,38.9504277405479
3410,"Snowgoose Cherry",-77.0724885385152,38.9537262100966
3411,"Snowgoose Cherry",-77.0933830640771,38.9546572557278
3412,"Kwanzan Cherry",-77.0978271835776,38.9479694788084
3413,"Okame Cherry",-77.0858353734037,38.9526091549886
3414,"Yoshino Cherry",-77.0838517819341,38.953223157223
3415,"Cherry Spp.",-77.0967085996222,38.9482676832071
3416,"Snowgoose Cherry",-77.0812244512474,38.9559094762414
3417,"Cherry Spp.",-77.0876439433133,38.9504188012867
3418,"Okame Cherry",-77.0868851871016,38.9431226563855
3419,"Yoshino Cherry",-77.1041403613886,38.9342353796591
3420,"Yoshino Cherry",-77.0726690603288,38.9497354316449
3421,"Okame Cherry",-77.0846857916159,38.9463402292183
3422,"Yoshino Cherry",-77.0923435593078,38.9448480632876
3423,"Cherry Spp.",-77.0978692331785,38.9449877001223
3424,"Chokecherry",-77.0849302516298,38.9481957590271
3425,"Yoshino Cherry",-77.0873217252174,38.941653978948
3426,"Yoshino Cherry",-77.0877833993844,38.9418788400365
3427,"Chokecherry",-77.0875530542301,38.942167278697
3428,"Yoshino Cherry",-77.1037721213863,38.9348122389937
3429,"Kwanzan Cherry",-77.0887086506837,38.9438509579554
3430,"Cherry Spp.",-77.1025484372605,38.9260302117249
3431,"Kwanzan Cherry",-77.0652543946745,38.9657655080718
3432,"Yoshino Cherry",-77.1068395083366,38.9344041014681
3433,"Kwanzan Cherry",-77.0994207210894,38.9242852994271
3434,"Yoshino Cherry",-77.105234189706,38.9329642284164
3435,"Snowgoose Cherry",-77.0903457360668,38.9431200321638
3436,"Chokecherry",-77.0625512331529,38.9622627755068
3437,"Kwanzan Cherry",-77.0621748174138,38.9540204143107
3438,"Snowgoose Cherry",-77.0736592930419,38.9590763893639
3439,"Chokecherry",-77.1082169684383,38.9300608274453
3440,"Cherry Spp.",-77.1077246264903,38.9324304690909
3441,"Yoshino Cherry",-77.1081211663587,38.9277277612272
3442,"Kwanzan Cherry",-77.0887621387616,38.9497513451485
3443,"Kwanzan Cherry",-77.1096361705728,38.9304738869604
3444,"Kwanzan Cherry",-77.1087278292259,38.9322944151552
3445,"Kwanzan Cherry",-77.056113229442,38.9627074461917
3446,"Cherry Spp.",-77.1017516478203,38.925292225356
3447,"Yoshino Cherry",-77.0935389777416,38.9328030150472
3448,"Yoshino Cherry",-77.0706034147158,38.9607177780031
3449,"Kwanzan Cherry",-77.069462090503,38.9616823449643
3450,"Okame Cherry",-77.0706838320932,38.9603664074838
3451,"Kwanzan Cherry",-77.0677609607997,38.9564045017664
3452,"Snowgoose Cherry",-77.0640003701209,38.9570462076164
3453,"Cherry Spp.",-77.0681502323473,38.9532693976646
3454,"Kwanzan Cherry",-77.0689326587152,38.9630519135151
3455,"Kwanzan Cherry",-77.0703526684409,38.9521600749276
3456,"Chokecherry",-77.0887004146924,38.9279603142172
3457,"Yoshino Cherry",-77.0595094112303,38.9535713882091
3458,"Kwanzan Cherry",-77.0874950173811,38.9324743883824
3459,"Snowgoose Cherry",-77.0554916603118,38.9498169138196
3460,"Yoshino Cherry",-77.0548682520681,38.9492316692062
3461,"Snowgoose Cherry",-77.0900093077833,38.9324724791216
3462,"Snowgoose Cherry",-77.088942129076,38.9275817814741
3463,"Cherry Spp.",-77.0708036973327,38.9532678202538
3464,"Yoshino Cherry",-77.0806567344207,38.9232097489309
3465,"Kwanzan Cherry",-77.0830987930748,38.9109837256185
3466,"Yoshino Cherry",-77.087169338694,38.9302315619371
3467,"Chokecherry",-77.086152621846,38.9287369354612
3468,"Kwanzan Cherry",-77.0991866455472,38.9218172161916
3469,"Chokecherry",-77.0983409302897,38.9189893151048
3470,"Kwanzan Cherry",-77.0825231909924,38.91175885129
3471,"Yoshino Cherry",-77.0829834936932,38.9109838083562
3472,"Chokecherry",-77.0953015050604,38.9226041742433
3473,"Kwanzan Cherry",-77.0985149688906,38.9197638849953
3474,"Okame Cherry",-77.0867715244862,38.9255565415012
3475,"Yoshino Cherry",-77.0861518160534,38.9280703210885
3476,"Kwanzan Cherry",-77.0931696531569,38.9149578171496
3477,"Yoshino Cherry",-77.0829840072061,38.9114252163008
3478,"Cherry Spp.",-77.088646900534,38.9127452843674
3479,"Kwanzan Cherry",-77.0931255513031,38.9253354512701
3480,"Yoshino Cherry",-77.083539253134,38.912965247748
3481,"Yoshino Cherry",-77.0858662345391,38.9111889167352
3482,"Kwanzan Cherry",-77.0988517766881,38.921493200351
3483,"Yoshino Cherry",-77.083110700998,38.911308017551
3484,"Chokecherry",-77.0370287513757,38.9181690380707
3485,"Yoshino Cherry",-77.0438044927831,38.9858278342872
3486,"Cherry Spp.",-77.0288795041857,38.9831750482899
3487,"Chokecherry",-77.0452015994742,38.9866380416124
3488,"Cherry Spp.",-77.0349878164345,38.9888305374994
3489,"Cherry Spp.",-77.0449161906296,38.9916286980061
3490,"Kwanzan Cherry",-77.0345032940917,38.9893801824495
3491,"Kwanzan Cherry",-77.0339027888826,38.9887768075037
3492,"Snowgoose Cherry",-77.0410460085664,38.9859549498611
3493,"Chokecherry",-77.027931947901,38.9802656236596
3494,"Kwanzan Cherry",-77.0297436609412,38.9796616254837
3495,"Okame Cherry",-77.0281296377725,38.9840400198311
3496,"Cherry Spp.",-77.0297459632056,38.9851746548865
3497,"Chokecherry",-77.0336244370181,38.9859573186754
3498,"Kwanzan Cherry",-77.0324450211208,38.9813004042903
3499,"Yoshino Cherry",-77.0245277801329,38.981662661103
3500,"Kwanzan Cherry",-77.0292603787634,38.9831749538611
3501,"Yoshino Cherry",-77.0353765277046,38.9813085620406
3502,"Chokecherry",-77.0344786346812,38.986128225837
3503,"Chokecherry",-77.0350508355276,38.9761559548335
3504,"Yoshino Cherry",-77.0130885583902,38.972485116495
3505,"Chokecherry",-77.0217669504843,38.973699935104
3506,"Snowgoose Cherry",-77.0130077363179,38.9722509114504
3507,"Chokecherry",-77.0225156468796,38.9692317074774
3508,"Okame Cherry",-77.011068419372,38.9682784773699
3509,"Snowgoose Cherry",-77.011771669427,38.9643868455765
3510,"Chokecherry",-77.0251002804536,38.9686906861263
3511,"Yoshino Cherry",-77.032766815636,38.9783366084478
3512,"Kwanzan Cherry",-77.0143220649113,38.9661882110172
3513,"Cherry Spp.",-77.0312204781425,38.9786523199487
3514,"Snowgoose Cherry",-77.020128867753,38.9758712123866
3515,"Okame Cherry",-77.0245254230098,38.9748164101493
3516,"Snowgoose Cherry",-77.0314460676818,38.966806428374
3517,"Okame Cherry",-77.0335229485252,38.9665085792076
3518,"Chokecherry",-77.0309512292158,38.9698873797988
3519,"Cherry Spp.",-77.020207586311,38.9685925431114
3520,"Kwanzan Cherry",-77.022619298242,38.9685921015443
3521,"Cherry Spp.",-77.0298998453016,38.9668158424772
3522,"Cherry Spp.",-77.0314457538184,38.9660947768525
3523,"Okame Cherry",-77.0242685235735,38.9659703718352
3524,"Snowgoose Cherry",-77.0046293580584,38.9657385841684
3525,"Okame Cherry",-77.0091401604899,38.9588830369226
3526,"Snowgoose Cherry",-77.0199631694647,38.9611247464099
3527,"Chokecherry",-76.999875366355,38.9620633094742
3528,"Okame Cherry",-77.0216252811817,38.9631963491322
3529,"Kwanzan Cherry",-77.0301058197278,38.9627260441716
3530,"Chokecherry",-77.0335214826303,38.9633917250481
3531,"Kwanzan Cherry",-77.0234139436985,38.963826582331
3532,"Kwanzan Cherry",-77.0335210923245,38.9625629656084
3533,"Kwanzan Cherry",-77.0204254668618,38.9638271426086
3534,"Cherry Spp.",-77.0244754872539,38.963826364695
3535,"Yoshino Cherry",-77.021291178545,38.9649079784205
3536,"Chokecherry",-77.0212448517685,38.9643314590297
3537,"Kwanzan Cherry",-77.0172748548507,38.9613683970339
3538,"Chokecherry",-77.006209340089,38.9561267011863
3539,"Snowgoose Cherry",-77.0239216379732,38.9638264798082
3540,"Kwanzan Cherry",-77.0094749672959,38.9604864804667
3541,"Kwanzan Cherry",-77.0236089041276,38.96022324081
3542,"Cherry Spp.",-77.0116900199784,38.9590269419399
3543,"Kwanzan Cherry",-77.034177186428,38.9592477371934
3544,"Chokecherry",-76.9964486372947,38.95954094316
3545,"Okame Cherry",-77.0161313776609,38.9560536861288
3546,"Kwanzan Cherry",-77.0290416681385,38.9562854072458
3547,"Cherry Spp.",-77.0242529563088,38.9541335229438
3548,"Cherry Spp.",-76.9917879259719,38.9545861643201
3549,"Cherry Spp.",-77.0133509877579,38.9565314752474
3550,"Okame Cherry",-77.0081817808644,38.9523611228676
3551,"Snowgoose Cherry",-77.0227185591142,38.9541878806662
3552,"Okame Cherry",-77.0320283346399,38.9529605758699
3553,"Yoshino Cherry",-77.018068690018,38.9523149714588
3554,"Cherry Spp.",-77.031220761429,38.9529607944052
3555,"Kwanzan Cherry",-77.0330902136424,38.9540322646773
3556,"Chokecherry",-77.0222925934284,38.9570706080222
3557,"Cherry Spp.",-77.0164200879167,38.957260753481
3558,"Okame Cherry",-77.0083432946073,38.9523611120757
3559,"Kwanzan Cherry",-77.0115510549372,38.9558650551282
3560,"Snowgoose Cherry",-77.0222694340871,38.9568003644453
3561,"Okame Cherry",-77.0285544595206,38.9496914727833
3562,"Yoshino Cherry",-76.9942915701998,38.9532080477133
3563,"Snowgoose Cherry",-77.0292118252655,38.949204863114
3564,"Chokecherry",-77.0086540436491,38.9462624855253
3565,"Snowgoose Cherry",-77.0349563473575,38.9482213843095
3566,"Okame Cherry",-76.9927572755278,38.9522260608841
3567,"Snowgoose Cherry",-77.0286699018944,38.949889626705
3568,"Okame Cherry",-77.0196833463094,38.9505941304148
3569,"Yoshino Cherry",-77.0051702409139,38.9458753354784
3570,"Yoshino Cherry",-77.0043164569389,38.9434161078672
3571,"Chokecherry",-77.0328209278435,38.9454834855745
3572,"Kwanzan Cherry",-76.9930114751994,38.9482173940175
3573,"Cherry Spp.",-77.0341376459356,38.9489603050741
3574,"Yoshino Cherry",-77.0328219728557,38.9477535722696
3575,"Okame Cherry",-77.0398824225358,38.9485891467718
3576,"Chokecherry",-77.0297878842035,38.9474120700111
3577,"Cherry Spp.",-77.0336527800517,38.9482217665214
3578,"Yoshino Cherry",-77.0728171076234,38.9478526083113
3579,"Okame Cherry",-77.0202015617526,38.9473420532932
3580,"Kwanzan Cherry",-77.0713397966942,38.947141865105
3581,"Kwanzan Cherry",-76.9943497995036,38.9463347352599
3582,"Chokecherry",-77.0723672154746,38.9478618965094
3583,"Snowgoose Cherry",-77.0344591715535,38.9458883864399
3584,"Yoshino Cherry",-77.026327069039,38.94725975993
3585,"Snowgoose Cherry",-77.0723621774725,38.9428983330916
3586,"Kwanzan Cherry",-77.0408141921212,38.9439585672341
3587,"Yoshino Cherry",-77.0388881941348,38.9446888949766
3588,"Chokecherry",-77.0063812796723,38.9436322122568
3589,"Chokecherry",-77.0390153205006,38.9451212503455
3590,"Cherry Spp.",-77.0050663044664,38.9442358318182
3591,"Snowgoose Cherry",-77.0042358102344,38.9451006603672
3592,"Yoshino Cherry",-77.0269145835412,38.9451066462548
3593,"Yoshino Cherry",-77.0336974170021,38.9450328218073
3594,"Yoshino Cherry",-77.0180207849313,38.9453605878209
3595,"Cherry Spp.",-77.004893270408,38.9441817897579
3596,"Yoshino Cherry",-77.0047778703025,38.9434881561535
3597,"Chokecherry",-77.0579928934572,38.9471942892851
3598,"Chokecherry",-77.0554517744798,38.9430336945494
3599,"Kwanzan Cherry",-77.0729984909875,38.9447356282467
3600,"Cherry Spp.",-76.9745323370976,38.9439539114439
3601,"Kwanzan Cherry",-76.9742560851502,38.9423053336243
3602,"Kwanzan Cherry",-77.0761219650566,38.9422743726642
3603,"Cherry Spp.",-77.0631322068858,38.9407957424296
3604,"Snowgoose Cherry",-77.0768859391348,38.9447421447342
3605,"Okame Cherry",-77.0031513780336,38.9429206893384
3606,"Yoshino Cherry",-77.0711742836662,38.9431242697693
3607,"Yoshino Cherry",-77.0769660354541,38.944138536864
3608,"Kwanzan Cherry",-77.0578848578998,38.9420055698013
3609,"Snowgoose Cherry",-77.0399023632035,38.9429949949231
3610,"Kwanzan Cherry",-77.0433395414866,38.9425073240538
3611,"Kwanzan Cherry",-77.0551410506189,38.9439707035851
3612,"Snowgoose Cherry",-77.0329105875536,38.9397992297507
3613,"Yoshino Cherry",-77.0156665864438,38.9410369486963
3614,"Kwanzan Cherry",-77.0420811974892,38.9407781912606
3615,"Snowgoose Cherry",-76.9856874216372,38.9417307612657
3616,"Snowgoose Cherry",-77.0222994327726,38.9420538085365
3617,"Cherry Spp.",-76.9714303118594,38.9415299642365
3618,"Okame Cherry",-76.9901516149051,38.9404970865713
3619,"Okame Cherry",-77.0453570427932,38.9407229162297
3620,"Cherry Spp.",-76.9880063010499,38.9396140737306
3621,"Kwanzan Cherry",-76.9700350424832,38.9404486203076
3622,"Cherry Spp.",-76.9707038386112,38.9409802788169
3623,"Yoshino Cherry",-77.0687453668052,38.9363514844335
3624,"Cherry Spp.",-76.9907403920554,38.9366055510054
3625,"Snowgoose Cherry",-77.0719412578827,38.9372954326382
3626,"Snowgoose Cherry",-77.0685863936471,38.9389549767908
3627,"Yoshino Cherry",-76.9808323416392,38.9375231931409
3628,"Chokecherry",-77.0669691113354,38.9363435074469
3629,"Okame Cherry",-76.9890217174782,38.9371999498179
3630,"Kwanzan Cherry",-76.9920318167149,38.9401549152172
3631,"Yoshino Cherry",-77.0714222087679,38.9372867424892
3632,"Cherry Spp.",-77.0709480421184,38.9360168610893
3633,"Okame Cherry",-77.0631983493243,38.9373365199645
3634,"Yoshino Cherry",-77.0716067658395,38.9372956376836
3635,"Kwanzan Cherry",-77.0340510187395,38.9366640150323
3636,"Snowgoose Cherry",-77.0713750258367,38.9362418085127
3637,"Snowgoose Cherry",-77.0564487278265,38.9346915337873
3638,"Snowgoose Cherry",-77.0611438499087,38.935698101786
3639,"Yoshino Cherry",-77.0710866744105,38.9362419838805
3640,"Yoshino Cherry",-77.0664487348212,38.9349024760685
3641,"Yoshino Cherry",-77.0664603945315,38.93503759381
3642,"Cherry Spp.",-76.9682151923772,38.9345296872953
3643,"Snowgoose Cherry",-77.0719517286893,38.9362414550791
3644,"Okame Cherry",-77.0253060876058,38.9308468708865
3645,"Snowgoose Cherry",-76.9834283984018,38.9338752281593
3646,"Yoshino Cherry",-77.0708193338451,38.9341702363674
3647,"Snowgoose Cherry",-77.0559172824565,38.9335567431492
3648,"Chokecherry",-77.0640946172728,38.9335525442146
3649,"Snowgoose Cherry",-77.028559372517,38.9331612563869
3650,"Chokecherry",-77.001420867479,38.9308946437728
3651,"Chokecherry",-77.0045808099564,38.9285253771445
3652,"Snowgoose Cherry",-77.031165645578,38.9324489339712
3653,"Chokecherry",-77.0745409002423,38.9305105487229
3654,"Cherry Spp.",-76.9881918482752,38.9336145650602
3655,"Snowgoose Cherry",-76.9649524178198,38.931916345563
3656,"Snowgoose Cherry",-76.9662789915822,38.9314122710595
3657,"Kwanzan Cherry",-76.9645951387546,38.9314027643262
3658,"Yoshino Cherry",-76.9778821885121,38.9290818902171
3659,"Cherry Spp.",-76.9783781142585,38.9290459497109
3660,"Kwanzan Cherry",-76.9875235836464,38.9296958816596
3661,"Okame Cherry",-77.0722658978528,38.9275752667852
3662,"Kwanzan Cherry",-76.9711011635878,38.9282966867427
3663,"Cherry Spp.",-76.98090388001,38.9288121736429
3664,"Yoshino Cherry",-76.9979610379715,38.9264535370012
3665,"Kwanzan Cherry",-76.9862785954808,38.9267049820493
3666,"Snowgoose Cherry",-77.0748045643791,38.9289879749152
3667,"Chokecherry",-77.0741340937134,38.9274840134765
3668,"Kwanzan Cherry",-76.9670097932673,38.9223230875405
3669,"Yoshino Cherry",-77.060454554634,38.9253298934599
3670,"Cherry Spp.",-77.069993851535,38.927459541125
3671,"Cherry Spp.",-77.0627741615982,38.9271663675339
3672,"Okame Cherry",-76.9731669360053,38.9245587275033
3673,"Kwanzan Cherry",-77.0642866441133,38.9290663004695
3674,"Chokecherry",-76.9814689384408,38.9290104471744
3675,"Yoshino Cherry",-77.0593477473006,38.925681785586
3676,"Cherry Spp.",-77.0637662217337,38.9274540966293
3677,"Kwanzan Cherry",-77.0626356758957,38.9270583427684
3678,"Chokecherry",-77.0585871303917,38.9263127517321
3679,"Kwanzan Cherry",-77.0594517484993,38.9259339653802
3680,"Yoshino Cherry",-77.0633162729276,38.9272561585449
3681,"Kwanzan Cherry",-76.9914567119577,38.9265523338232
3682,"Chokecherry",-76.9680008047933,38.9239358534569
3683,"Yoshino Cherry",-77.0674555726166,38.9262989606286
3684,"Okame Cherry",-77.0752642915138,38.9274832913209
3685,"Chokecherry",-76.9674695536769,38.9256382790834
3686,"Chokecherry",-77.0745595575775,38.9262946447821
3687,"Snowgoose Cherry",-77.0625529166837,38.9247432486021
3688,"Cherry Spp.",-76.9842148834101,38.9239571844765
3689,"Chokecherry",-76.9903957934311,38.9260297692585
3690,"Kwanzan Cherry",-77.0004750945499,38.9232105583206
3691,"Kwanzan Cherry",-76.9881240969495,38.9249035203812
3692,"Cherry Spp.",-77.0606507489328,38.9255009499089
3693,"Kwanzan Cherry",-76.9811930660072,38.9255331933023
3694,"Kwanzan Cherry",-77.0301940243347,38.925810063084
3695,"Snowgoose Cherry",-77.0628873583648,38.9247520772466
3696,"Snowgoose Cherry",-77.0626796680322,38.9246260723354
3697,"Kwanzan Cherry",-76.9668252847591,38.9223230353798
3698,"Okame Cherry",-77.0705935482536,38.9274591804968
3699,"Okame Cherry",-77.0006711512526,38.9246608976823
3700,"Snowgoose Cherry",-77.0557926903803,38.9217288829816
3701,"Snowgoose Cherry",-77.0699208571618,38.9235860072885
3702,"Chokecherry",-76.9638736360594,38.9213492611595
3703,"Chokecherry",-76.964899952271,38.9213495741236
3704,"Kwanzan Cherry",-77.0567625660395,38.9232508227673
3705,"Yoshino Cherry",-77.0691023643826,38.9238747607117
3706,"Cherry Spp.",-76.9866719211722,38.9201739947341
3707,"Kwanzan Cherry",-77.0777710572884,38.9207434229706
3708,"Kwanzan Cherry",-77.0795930306938,38.9207331886857
3709,"Okame Cherry",-76.9854955656678,38.9208945207656
3710,"Okame Cherry",-76.9912958241429,38.921904028648
3711,"Snowgoose Cherry",-77.0169533454205,38.9194168249266
3712,"Cherry Spp.",-77.0016973316665,38.9169497597237
3713,"Kwanzan Cherry",-77.0228916237494,38.9182987787657
3714,"Kwanzan Cherry",-77.0229033464122,38.9188933268656
3715,"Yoshino Cherry",-77.0752900723789,38.9191325573217
3716,"Yoshino Cherry",-77.0054679003233,38.9163280691851
3717,"Chokecherry",-77.0115789923765,38.914787197771
3718,"Kwanzan Cherry",-76.9721101264811,38.9139466689037
3719,"Cherry Spp.",-77.01373565028,38.9170660726412
3720,"Kwanzan Cherry",-76.9398722873761,38.912403109416
3721,"Yoshino Cherry",-77.0068281770787,38.9125535039411
3722,"Yoshino Cherry",-77.0075429051809,38.9111751840875
3723,"Kwanzan Cherry",-76.9379460079019,38.9132488858275
3724,"Kwanzan Cherry",-76.9391339628621,38.9128621521667
3725,"Cherry Spp.",-77.0248033728773,38.9113349450518
3726,"Cherry Spp.",-77.0247341997235,38.9113529764588
3727,"Chokecherry",-77.0285616352112,38.9100188681763
3728,"Kwanzan Cherry",-76.9406105651255,38.9119891029148
3729,"Cherry Spp.",-77.0151061622196,38.9091745990286
3730,"Chokecherry",-76.9409111023654,38.9110794125848
3731,"Yoshino Cherry",-76.9296270001859,38.907271638975
3732,"Cherry Spp.",-77.0186219916116,38.9064085281311
3733,"Cherry Spp.",-76.9422967624856,38.9085307428995
3734,"Cherry Spp.",-77.025920748144,38.9084790570629
3735,"Kwanzan Cherry",-77.0013511718191,38.9047344518335
3736,"Okame Cherry",-76.9814522173459,38.9046158789197
3737,"Snowgoose Cherry",-76.9792724279801,38.9074351267298
3738,"Chokecherry",-76.9483663256454,38.9016151677059
3739,"Cherry Spp.",-77.014921041273,38.9060847587047
3740,"Kwanzan Cherry",-76.9433364417234,38.9059908973621
3741,"Cherry Spp.",-76.9772435448536,38.9065249057998
3742,"Cherry Spp.",-76.945572597897,38.9066495698219
3743,"Cherry Spp.",-76.9449501006666,38.9065411781329
3744,"Yoshino Cherry",-76.9443275206985,38.9065408831553
3745,"Cherry Spp.",-76.9432549784345,38.9069457426519
3746,"Yoshino Cherry",-76.9849459863681,38.9022471842602
3747,"Kwanzan Cherry",-76.9433375937549,38.9045405526045
3748,"Kwanzan Cherry",-76.988381725736,38.900842272353
3749,"Chokecherry",-76.9255975751679,38.9016569367183
3750,"Chokecherry",-76.9289416187606,38.900866282453
3751,"Chokecherry",-76.9310179294338,38.8996153641578
3752,"Chokecherry",-76.9295868400606,38.9012360162292
3753,"Yoshino Cherry",-76.9447253447988,38.8990190938562
3754,"Chokecherry",-76.9343485470477,38.9007163034147
3755,"Canada Red Chokecherry",-76.9394103542044,38.8996830768126
3756,"Chokecherry",-76.9284697606709,38.9000642499652
3757,"Cherry Spp.",-76.985235456551,38.8961755850353
3758,"Cherry Spp.",-77.0122442829473,38.8945003198339
3759,"Snowgoose Cherry",-76.9348029924641,38.895419639205
3760,"Yoshino Cherry",-76.9458137556003,38.8927317625608
3761,"Yoshino Cherry",-76.9139989099217,38.8929468902868
3762,"Kwanzan Cherry",-76.9299641686114,38.8926602763507
3763,"Kwanzan Cherry",-76.9498934410294,38.8939857475443
3764,"Kwanzan Cherry",-77.0027804256761,38.8960773925577
3765,"Chokecherry",-76.9378935648361,38.8940250254346
3766,"Cherry Spp.",-76.9936852499742,38.8952845187656
3767,"Yoshino Cherry",-76.983852312734,38.895445724041
3768,"Yoshino Cherry",-76.9391251567006,38.896160658088
3769,"Cherry Spp.",-76.9927054502962,38.8949691687922
3770,"Cherry Spp.",-76.9999907556688,38.8941586431069
3771,"Snowgoose Cherry",-76.9948841586769,38.8945098580436
3772,"Chokecherry",-76.9963480796002,38.8954197579155
3773,"Kwanzan Cherry",-76.9421357235847,38.8938560446208
3774,"Kwanzan Cherry",-76.9757256628091,38.8948317496856
3775,"Kwanzan Cherry",-76.9860083024412,38.8936353204138
3776,"Snowgoose Cherry",-76.9935241580134,38.8920685215451
3777,"Snowgoose Cherry",-76.9766602832455,38.8920663703668
3778,"Chokecherry",-76.9188643294252,38.8920675493779
3779,"Kwanzan Cherry",-76.9507127018297,38.8927879818799
3780,"Kwanzan Cherry",-76.9502511364807,38.8934814311232
3781,"Yoshino Cherry",-76.9348165362541,38.8932125958846
3782,"Chokecherry",-76.934819063349,38.8904470259096
3783,"Snowgoose Cherry",-76.9806955484607,38.8889412001763
3784,"Cherry Spp.",-76.9983769780151,38.8925371249884
3785,"Cherry Spp.",-76.9495508478932,38.8894273619832
3786,"Chokecherry",-76.9789203433991,38.8894093287776
3787,"Snowgoose Cherry",-76.927224894813,38.8885868151295
3788,"Snowgoose Cherry",-76.924886572957,38.8871349855912
3789,"Yoshino Cherry",-76.9378379615527,38.8916918270162
3790,"Cherry Spp.",-76.9261164255326,38.8904598619332
3791,"Chokecherry",-76.9258762094195,38.8886850588684
3792,"Chokecherry",-76.9425412791567,38.8912438162492
3793,"Chokecherry",-76.945588903505,38.8852727198602
3794,"Yoshino Cherry",-76.9790590134627,38.8882112393573
3795,"Yoshino Cherry",-76.9660507400496,38.8778935792254
3796,"Chokecherry",-76.9601142198953,38.8802879351401
3797,"Chokecherry",-76.9584578962149,38.8746571098378
3798,"Chokecherry",-76.9379943068917,38.8709545919809
3799,"Snowgoose Cherry",-76.9605873424319,38.8792070885364
3800,"Snowgoose Cherry",-76.9615211067137,38.8787389635324
3801,"Snowgoose Cherry",-77.0199744739428,38.8779598628574
3802,"Yoshino Cherry",-76.9784645427044,38.8719870172871
3803,"Cherry Spp.",-76.9753760783433,38.8723377348986
3804,"Cherry Spp.",-76.9776920340601,38.8733381326488
3805,"Chokecherry",-76.9375795863288,38.8708102364033
3806,"Kwanzan Cherry",-76.9658794596693,38.8745694304349
3807,"Yoshino Cherry",-76.9751472728283,38.8675452135408
3808,"Yoshino Cherry",-76.9789498465581,38.8675459608775
3809,"Chokecherry",-76.9807118918403,38.8711226033255
3810,"Snowgoose Cherry",-76.965179453469,38.8684975578161
3811,"Cherry Spp.",-76.9628852541511,38.8706138271664
3812,"Kwanzan Cherry",-76.9677146585046,38.8682280345962
3813,"Kwanzan Cherry",-76.9677145325996,38.8685072947759
3814,"Chokecherry",-76.9732682617209,38.8695987156083
3815,"Cherry Spp.",-76.9627699304879,38.8707849501654
3816,"Chokecherry",-76.9751120095116,38.869536064338
3817,"Kwanzan Cherry",-76.9791567310982,38.8693566882606
3818,"Chokecherry",-76.9770493650361,38.8650412635435
3819,"Kwanzan Cherry",-76.9807128756986,38.867483206185
3820,"Okame Cherry",-76.97608041388,38.8681940141425
3821,"Snowgoose Cherry",-76.9567350595753,38.8651255884752
3822,"Cherry Spp.",-76.9850584897575,38.8604843034079
3823,"Snowgoose Cherry",-76.9536490080952,38.862052533098
3824,"Kwanzan Cherry",-76.9485323539849,38.8632395015018
3825,"Cherry Spp.",-76.9468695084211,38.8681303268531
3826,"Cherry Spp.",-76.9461670848431,38.867490407956
3827,"Cherry Spp.",-76.9821674733502,38.8566463080807
3828,"Kwanzan Cherry",-76.9613092669091,38.8655866223248
3829,"Cherry Spp.",-76.980357226205,38.8618078446564
3830,"Chokecherry",-76.9799763372382,38.8641679858639
3831,"Snowgoose Cherry",-76.9796880127915,38.865095802929
3832,"Chokecherry",-76.9826499164604,38.8626009486749
3833,"Snowgoose Cherry",-76.9607461690005,38.8628388679195
3834,"Okame Cherry",-76.9519882858307,38.8643490094992
3835,"Cherry Spp.",-76.9602400458414,38.8613072649184
3836,"Chokecherry",-76.9639521225923,38.8573267459326
3837,"Yoshino Cherry",-76.980485766305,38.8552317158711
3838,"Okame Cherry",-76.9800018878768,38.8552226255238
3839,"Yoshino Cherry",-76.9820410988176,38.8552229573736
3840,"Yoshino Cherry",-76.9709447031355,38.8594186499508
3841,"Snowgoose Cherry",-76.9718087438784,38.8596260560977
3842,"Snowgoose Cherry",-76.9576246284738,38.861198243704
3843,"Chokecherry",-76.9728280552705,38.845429005744
3844,"Chokecherry",-76.9994262943879,38.8475221247463
3845,"Chokecherry",-76.9615907888838,38.8563350662104
3846,"Cherry Spp.",-76.9841850735822,38.850367721793
3847,"Snowgoose Cherry",-76.9711316577997,38.8529686618743
3848,"Chokecherry",-76.985960189611,38.8452421455087
3849,"Cherry Spp.",-76.9848299180662,38.8517100642681
3850,"Yoshino Cherry",-76.9672743917997,38.8483102824936
3851,"Snowgoose Cherry",-76.9820202939014,38.8463406359116
3852,"Chokecherry",-77.0010736059621,38.8469726057012
3853,"Kwanzan Cherry",-77.0053819332296,38.8467743006935
3854,"Cherry Spp.",-77.0010966277072,38.8458285331603
